CAS Number , Chemical Name,Chemical Grade,Chemical Analysis Method, Chemical Purity Mean Op , Chemical Purity Mean(%) , Chemical Purity Min Op , Chemical Purity Min(%) , Chemical Purity Max Op , Chemical Purity Max(%),Species Scientific Name , Species Common Name,Species Group,Organism Lifestage, Organism Age Mean Op , Organism Age Mean , Organism Age Min Op , Organism Age Min , Organism Age Max Op , Organism Age Max , Organism Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Author) , Conc 1 Mean Op (Author) , Conc 1 Mean (Author) , Conc 1 Min Op (Author) , Conc Min 1 (Author) , Conc 1 Max Op (Author) , Conc 1 Max (Author) , Conc 1 Units (Author) , Conc 2 Type (Author) , Conc 2 Mean Op (Author) , Conc 2 Mean (Author) , Conc 2 Min Op (Author) , Conc Min 2 (Author) , Conc 2 Max Op (Author) , Conc 2 Max (Author) , Conc 2 Units (Author) , Conc 3 Type (Author) , Conc 3 Mean Op (Author) , Conc 3 Mean (Author) , Conc 3 Min Op (Author) , Conc Min 3 (Author) , Conc 3 Max Op (Author) , Conc 3 Max (Author) , Conc 3 Units (Author),Effect,Effect Measurement,Endpoint , Observed Response Mean Op , Observed Response Mean , Observed Response Min Op , Observed Response Min , Observed Response Max Op , Observed Response Max , Result Statistical Method , Observed Response Value , Observed Response Units,Response Site,Observed Duration Op (Days) , Observed Duration (Days) , Observed Duration Min Op (Days) , Observed Duration Min (Days) , Observed Duration Max Op (Days) , Observed Duration Max (Days) , Observed Duration Units (Days),Author , Reference Number , Title , Source , Publication Year
62737,"Phosphoric acid 2,2-dichloroethenyl dimethyl ester",Not coded,Not coded,,50,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not coded,,NC,,NC,,NC,Not coded,Food,No substrate,Lab,NC,Active ingredient,<,0.31,,NR,,NR,AI lb/acre,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,<,0.31,,NR,,NR,,,AI lb/acre,Not coded,,1,,NR,,NR,Day(s),U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992
62737,"Phosphoric acid 2,2-dichloroethenyl dimethyl ester",Not coded,Not coded,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,,0.495,,,,,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.495,,,,,,,ug/bee,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
62737,"Phosphoric acid 2,2-dichloroethenyl dimethyl ester","Technical grade, technical product, technical formulation",Unmeasured,,94.6,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,,7,,NR,,NR,Day(s),"Topical, general",No substrate,Lab,NR,Active ingredient,,0.37,,0.27,,0.45,ug/g,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.37,,0.27,,0.45,,,ug/g,Not reported,,1,,NR,,NR,Day(s),"Mansour,S.A., and M.K. Al-Jalili",69374,Pesticides and Beneficial Organisms:  I - The Response of Two Honey Bee Races to Certain Insecticides,Pesticides 19:39-40,1985
62737,"Phosphoric acid 2,2-dichloroethenyl dimethyl ester","Technical grade, technical product, technical formulation",Unmeasured,,94.6,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,,7,,NR,,NR,Day(s),"Topical, general",No substrate,Lab,NR,Active ingredient,,8.45,,NR,,NR,ug/g,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,8.45,,NR,,NR,,,ug/g,Not reported,,1,,NR,,NR,Day(s),"Mansour,S.A., and M.K. Al-Jalili",69374,Pesticides and Beneficial Organisms:  I - The Response of Two Honey Bee Races to Certain Insecticides,Pesticides 19:39-40,1985
62737,"Phosphoric acid 2,2-dichloroethenyl dimethyl ester","Technical grade, technical product, technical formulation",Not reported,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,,NR,,NR,,NR,Not reported,Dermal,No substrate,Lab,NR,Active ingredient,,27.2,,NR,,NR,ug/g org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,27.2,,NR,,NR,,,ug/g org,Not reported,,1,,NR,,NR,Day(s),"Deo,P.G., S.B. Hasan, and S.K. Majumder",35123,Toxicity and Suitability of Some Insecticides for Household Use,"Int. Pest Control30:118 - 121,129",1988
63252,1-Naphthalenol methylcarbamate,Not reported,Unmeasured,,99,,NR,,NR,Apis cerana,Asiatic Honey Bee,Insects/Spiders,Young adult,<,2,,NR,,NR,Day(s),"Topical, general",No substrate,Lab,9,Active ingredient,,0.042,,NR,,NR,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.042,,NR,,NR,,,ug/bee,Not reported,,2,,NR,,NR,Day(s),"Yasuda,M., Y. Sakamoto, K. Goka, T. Nagamitsu, and H. Taki",183780,Insecticide Susceptibility in Asian Honey Bees (Apis cerana (Hymenoptera: Apidae)) and Implications for Wild Honey Bees in Asia,J. Econ. Entomol.110(2): 447-452,2017
63252,1-Naphthalenol methylcarbamate,Not reported,Unmeasured,,99,,NR,,NR,Apis cerana,Asiatic Honey Bee,Insects/Spiders,Young adult,<,2,,NR,,NR,Day(s),"Topical, general",No substrate,Lab,9,Active ingredient,,0.043,,0.033,,0.051,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.043,,0.033,,0.051,,,ug/bee,Not reported,,1,,NR,,NR,Day(s),"Yasuda,M., Y. Sakamoto, K. Goka, T. Nagamitsu, and H. Taki",183780,Insecticide Susceptibility in Asian Honey Bees (Apis cerana (Hymenoptera: Apidae)) and Implications for Wild Honey Bees in Asia,J. Econ. Entomol.110(2): 447-452,2017
63252,1-Naphthalenol methylcarbamate,Not coded,Not coded,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,,1.34,,,,,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,1.34,,,,,,,ug/bee,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
63252,1-Naphthalenol methylcarbamate,Not coded,Not coded,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,,1.34,,,,,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,1.34,,,,,,,ug/bee,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
63252,1-Naphthalenol methylcarbamate,Not coded,Not coded,,99.8,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,Not coded,Lab,NC,Active ingredient,>,46,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,46,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
63252,1-Naphthalenol methylcarbamate,Not coded,Not coded,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,,1.02,,,,,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,1.02,,,,,,,ug/bee,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
63252,1-Naphthalenol methylcarbamate,Not coded,Not coded,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,,1.88,,,,,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,1.88,,,,,,,ug/bee,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
63252,1-Naphthalenol methylcarbamate,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,7,Formulation,,0.232,,0.19,,0.279,ug/ul,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.232,,0.19,,0.279,,,ug/ul,Not reported,,1,,NR,,NR,Day(s),"Ellis,M.D., B.D. Siegfried, and B. Spawn",63845,"The Effect of Apistan on Honey Bee (Apis mellifera L). Responses to Methyl Parathion, Carbaryl and Bifenthrin Exposure",Apidologie28(3/4): 123-127,1997
63252,1-Naphthalenol methylcarbamate,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,2,Formulation,,0.78,,NR,,NR,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.78,,NR,,NR,,,ug/org,Not reported,,1,,NR,,NR,Day(s),"Graves,J.B., and O. Mackensen",101387,Topical Application and Insecticide Resistance Studies on the Honey Bee,J. Econ. Entomol.58(5): 990-993,1965
63252,1-Naphthalenol methylcarbamate,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Larva,,NR,,NR,,NR,Not reported,Multiple routes between application groups,Media mixture (with comment),Lab,>=4,Formulation,,1.212,,NR,,NR,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,1.212,,NR,,NR,,,ug/org,Not reported,,NR,,NR,,NR,Emergence,"Atkins,E.L., and D. Kellum",70351,Comparative Morphogenic and Toxicity Studies on the Effect of Pesticides on Honeybee Brood,J. Apic. Res.25(4): 242-255,1986
63252,1-Naphthalenol methylcarbamate,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,,7,,NR,,NR,Day(s),"Topical, general",No substrate,Lab,6,Formulation,,0.212,,NR,,NR,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.212,,NR,,NR,,,ug/org,Not reported,,1,,NR,,NR,Day(s),"Mansour,S.A., and M.K. Al-Jalili",67983,Determination of Residues of Some Insecticides in Clover Flowers:  A Bioassay Method Using Honeybee Adults,J. Apic. Res.24(3): 195-198,1985
63252,1-Naphthalenol methylcarbamate,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Multiple routes between application groups,Media mixture (with comment),Lab,>=4,Formulation,,1.34,,NR,,NR,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,1.34,,NR,,NR,,,ug/org,Not reported,,NR,,NR,,NR,Emergence,"Atkins,E.L., and D. Kellum",70351,Comparative Morphogenic and Toxicity Studies on the Effect of Pesticides on Honeybee Brood,J. Apic. Res.25(4): 242-255,1986
63252,1-Naphthalenol methylcarbamate,"Technical grade, technical product, technical formulation",Unmeasured,>,99,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,'5-6,Active ingredient,,NR,>,0.14,<,0.18,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,NR,>,0.14,<,0.18,,,ug/org,Not reported,,21,,NR,,NR,Day(s),"Smirlei,M.J.",110800,The Influence of Detoxifying Enzymes on Insecticide Tolerance in Honey Bee Colonies (Hymenoptera: Apidae),J. Econ. Entomol.83(3): 715-720,1990
63252,1-Naphthalenol methylcarbamate,"Technical grade, technical product, technical formulation",Unmeasured,>,99,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,'5-6,Active ingredient,,NR,>,0.14,<,0.18,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,NR,>,0.14,<,0.18,,,ug/org,Not reported,,21,,NR,,NR,Day(s),"Smirlei,M.J.",110800,The Influence of Detoxifying Enzymes on Insecticide Tolerance in Honey Bee Colonies (Hymenoptera: Apidae),J. Econ. Entomol.83(3): 715-720,1990
63252,1-Naphthalenol methylcarbamate,A.R. grade (Analytical Reagent grade),Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,,7,,NR,,NR,Day(s),"Topical, general",No substrate,Lab,NR,Active ingredient,,1.37,,1.26,,1.47,ug/g,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,1.37,,1.26,,1.47,,,ug/g,Not reported,,1,,NR,,NR,Day(s),"Mansour,S.A., and M.K. Al-Jalili",69374,Pesticides and Beneficial Organisms:  I - The Response of Two Honey Bee Races to Certain Insecticides,Pesticides 19:39-40,1985
63252,1-Naphthalenol methylcarbamate,"Technical grade, technical product, technical formulation",Unmeasured,>,99,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,'5-6,Active ingredient,~,0.18,,NR,,NR,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,~,0.18,,NR,,NR,,,ug/org,Not reported,,21,,NR,,NR,Day(s),"Smirlei,M.J.",110800,The Influence of Detoxifying Enzymes on Insecticide Tolerance in Honey Bee Colonies (Hymenoptera: Apidae),J. Econ. Entomol.83(3): 715-720,1990
63252,1-Naphthalenol methylcarbamate,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Larva,,NR,,3,,4,Day(s),Multiple routes between application groups,Media mixture (with comment),Lab,>=4,Formulation,,1.72,,NR,,NR,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,1.72,,NR,,NR,,,ug/org,Not reported,,NR,,NR,,NR,Emergence,"Atkins,E.L., and D. Kellum",70351,Comparative Morphogenic and Toxicity Studies on the Effect of Pesticides on Honeybee Brood,J. Apic. Res.25(4): 242-255,1986
63252,1-Naphthalenol methylcarbamate,"Technical grade, technical product, technical formulation",Unmeasured,>,99,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,'5-6,Active ingredient,~,0.14,,NR,,NR,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,~,0.14,,NR,,NR,,,ug/org,Not reported,,21,,NR,,NR,Day(s),"Smirlei,M.J.",110800,The Influence of Detoxifying Enzymes on Insecticide Tolerance in Honey Bee Colonies (Hymenoptera: Apidae),J. Econ. Entomol.83(3): 715-720,1990
63252,1-Naphthalenol methylcarbamate,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,NR,Formulation,,0.75,,NR,,NR,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.75,,NR,,NR,,,ug/org,Not reported,,1,,NR,,NR,Day(s),"Reay,R.C., and D.K. Lewis",104007,Evidence for Differences in Mode of Action Between Two Related Carbamate Insecticides,J. Sci. Food Agric.17(1): 17-19,1966
63252,1-Naphthalenol methylcarbamate,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Larva,,NR,,5,,6,Day(s),Multiple routes between application groups,Media mixture (with comment),Lab,>=4,Formulation,,2.115,,NR,,NR,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,2.115,,NR,,NR,,,ug/org,Not reported,,NR,,NR,,NR,Emergence,"Atkins,E.L., and D. Kellum",70351,Comparative Morphogenic and Toxicity Studies on the Effect of Pesticides on Honeybee Brood,J. Apic. Res.25(4): 242-255,1986
63252,1-Naphthalenol methylcarbamate,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,7,Active ingredient,,0.385,,0.333,,0.427,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.385,,0.333,,0.427,,,AI ug/org,Not reported,,2,,NR,,NR,Day(s),"Helson,B.V., K.N. Barber, and P.D. Kingsbury",39551,Laboratory Toxicology of Six Forestry Insecticides to Four Species of Bee (Hymenoptera: Apoidea),Arch. Environ. Contam. Toxicol.27(1): 107-114,1994
63252,1-Naphthalenol methylcarbamate,"Technical grade, technical product, technical formulation",Unmeasured,>,99,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,'5-6,Active ingredient,,NR,>,0.06,<,0.1,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,NR,>,0.06,<,0.1,,,ug/org,Not reported,,21,,NR,,NR,Day(s),"Smirlei,M.J.",110800,The Influence of Detoxifying Enzymes on Insecticide Tolerance in Honey Bee Colonies (Hymenoptera: Apidae),J. Econ. Entomol.83(3): 715-720,1990
63252,1-Naphthalenol methylcarbamate,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,7,Active ingredient,,2.721,,2.357,,3.016,AI ug/g bdwt,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,2.721,,2.357,,3.016,,,AI ug/g bdwt,Not reported,,2,,NR,,NR,Day(s),"Helson,B.V., K.N. Barber, and P.D. Kingsbury",39551,Laboratory Toxicology of Six Forestry Insecticides to Four Species of Bee (Hymenoptera: Apoidea),Arch. Environ. Contam. Toxicol.27(1): 107-114,1994
63252,1-Naphthalenol methylcarbamate,"Technical grade, technical product, technical formulation",Unmeasured,>,99,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,'5-6,Active ingredient,,NR,>,0.1,<,0.14,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,NR,>,0.1,<,0.14,,,ug/org,Not reported,,21,,NR,,NR,Day(s),"Smirlei,M.J.",110800,The Influence of Detoxifying Enzymes on Insecticide Tolerance in Honey Bee Colonies (Hymenoptera: Apidae),J. Econ. Entomol.83(3): 715-720,1990
63252,1-Naphthalenol methylcarbamate,"Technical grade, technical product, technical formulation",Unmeasured,>,99,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,'5-6,Active ingredient,,NR,>,0.14,<,0.18,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,NR,>,0.14,<,0.18,,,ug/org,Not reported,,21,,NR,,NR,Day(s),"Smirlei,M.J.",110800,The Influence of Detoxifying Enzymes on Insecticide Tolerance in Honey Bee Colonies (Hymenoptera: Apidae),J. Econ. Entomol.83(3): 715-720,1990
63252,1-Naphthalenol methylcarbamate,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,2,Formulation,,0.96,,NR,,NR,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.96,,NR,,NR,,,ug/org,Not reported,,1,,NR,,NR,Day(s),"Graves,J.B., and O. Mackensen",101387,Topical Application and Insecticide Resistance Studies on the Honey Bee,J. Econ. Entomol.58(5): 990-993,1965
63252,1-Naphthalenol methylcarbamate,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Larva,,NR,,1,,2,Day(s),Multiple routes between application groups,Media mixture (with comment),Lab,>=4,Formulation,,0.488,,NR,,NR,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.488,,NR,,NR,,,ug/org,Not reported,,NR,,NR,,NR,Emergence,"Atkins,E.L., and D. Kellum",70351,Comparative Morphogenic and Toxicity Studies on the Effect of Pesticides on Honeybee Brood,J. Apic. Res.25(4): 242-255,1986
63252,1-Naphthalenol methylcarbamate,A.R. grade (Analytical Reagent grade),Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,,7,,NR,,NR,Day(s),"Topical, general",No substrate,Lab,NR,Active ingredient,,2.28,,2.08,,2.47,ug/g,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,2.28,,2.08,,2.47,,,ug/g,Not reported,,1,,NR,,NR,Day(s),"Mansour,S.A., and M.K. Al-Jalili",69374,Pesticides and Beneficial Organisms:  I - The Response of Two Honey Bee Races to Certain Insecticides,Pesticides 19:39-40,1985
63252,1-Naphthalenol methylcarbamate,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,No substrate,Lab,'6-7,Formulation,,0.14,,NR,,NR,ul/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.14,,NR,,NR,,,ul/org,Not reported,,1,,NR,,NR,Day(s),"Stevenson,J.H.",96420,Laboratory Studies on the Acute Contact and Oral Toxicities of Insecticides to Honeybees,Ann. Appl. Biol.61:467-472,1968
63252,1-Naphthalenol methylcarbamate,"Technical grade, technical product, technical formulation",Not reported,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,,NR,,NR,,NR,Not reported,Dermal,No substrate,Lab,NR,Active ingredient,,26,,NR,,NR,ug/g org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,26,,NR,,NR,,,ug/g org,Not reported,,1,,NR,,NR,Day(s),"Deo,P.G., S.B. Hasan, and S.K. Majumder",35123,Toxicity and Suitability of Some Insecticides for Household Use,"Int. Pest Control30:118 - 121,129",1988
63252,1-Naphthalenol methylcarbamate,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,'6-7,Formulation,,1.3,,NR,,NR,ug,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,1.3,,NR,,NR,,,ug,Not reported,,1,,NR,,NR,Day(s),"Stevenson,J.H.",96420,Laboratory Studies on the Acute Contact and Oral Toxicities of Insecticides to Honeybees,Ann. Appl. Biol.61:467-472,1968
63252,1-Naphthalenol methylcarbamate,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,'6-7,Formulation,,1.3,,NR,,NR,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,1.3,,NR,,NR,,,ug/org,Not reported,,1,,NR,,NR,Day(s),"Stevenson,J.H.",96420,Laboratory Studies on the Acute Contact and Oral Toxicities of Insecticides to Honeybees,Ann. Appl. Biol.61:467-472,1968
63252,1-Naphthalenol methylcarbamate,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,No substrate,Lab,'6-7,Formulation,,0.14,,NR,,NR,ul/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.14,,NR,,NR,,,ul/org,Not reported,,1,,NR,,NR,Day(s),"Stevenson,J.H.",96420,Laboratory Studies on the Acute Contact and Oral Toxicities of Insecticides to Honeybees,Ann. Appl. Biol.61:467-472,1968
63252,1-Naphthalenol methylcarbamate,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,No substrate,Lab,'6-7,Formulation,,0.11,,NR,,NR,ul/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.11,,NR,,NR,,,ul/org,Not reported,,1,,NR,,NR,Day(s),"Stevenson,J.H.",96420,Laboratory Studies on the Acute Contact and Oral Toxicities of Insecticides to Honeybees,Ann. Appl. Biol.61:467-472,1968
63252,1-Naphthalenol methylcarbamate,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,No substrate,Lab,'6-7,Formulation,,0.11,,NR,,NR,ul/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.11,,NR,,NR,,,ul/org,Not reported,,1,,NR,,NR,Day(s),"Stevenson,J.H.",96420,Laboratory Studies on the Acute Contact and Oral Toxicities of Insecticides to Honeybees,Ann. Appl. Biol.61:467-472,1968
63252,1-Naphthalenol methylcarbamate,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,'6-7,Formulation,,1.1,,NR,,NR,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,1.1,,NR,,NR,,,ug/org,Not reported,,1,,NR,,NR,Day(s),"Stevenson,J.H.",96420,Laboratory Studies on the Acute Contact and Oral Toxicities of Insecticides to Honeybees,Ann. Appl. Biol.61:467-472,1968
63252,1-Naphthalenol methylcarbamate,Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",No substrate,Lab,'6-7,Formulation,,1.1,,NR,,NR,ug,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,1.1,,NR,,NR,,,ug,Not reported,,1,,NR,,NR,Day(s),"Stevenson,J.H.",96420,Laboratory Studies on the Acute Contact and Oral Toxicities of Insecticides to Honeybees,Ann. Appl. Biol.61:467-472,1968
