"","Type","Mix.type","Mix.type.OD","Solo.matchings","nAI.ED_NO","PLT_S_DART","PLT_S_DART.1","CLASSIFICATION","Type.mixture","AI_1.PLT_S_DART","AI_1.ED_NO","AI_2.PLT_S_DART","AI_2.PLT_S_DART.1","AI_2.ED_NO","AI_3.PLT_S_DART","AI_3.ED_NO","AI_4.PLT_S_DART","AI_4.ED_NO","variable","quotient","Exposure.Type","Time","Beta-cyfluthrin","Bifenthrin","Clothianidin","Deltamethrin","Endosulfan","Ethiprole","Etofenprox","Fenpropidin","Fipronil","Fluoxastrobin","Flupyradifurone","Imidacloprid","Isoflucypram","Lambda-cyhalothrin","Methamidophos","Methiocarb","Prothioconazole","Prochloraz","Spiromesifen","Spirotetramat","Spiroxamine","Tebuconazole","Tetraniliprole","Thiacloprid","Thiodicarb","Transfluthrin","Triadimenol","Alpha-cypermethrin","combo.name","N.combo","combo.S.name","3A","4A","2A","2B","G2","C3","4D","C2","1B","1A","G1","23","28","MoA.class.name","N.MoA.class","vsSCh","nAChR receptor agonist","GABA-A receptor","SBI: sterol biosynthesis","respiration (CIII, o-site)","respiration: SDH","AChE","DMI","ACCase inhibitor (I)","ryanodine receptor modulator","Label.class.name","N.Label.class","INS","FUN","combo.Type.name","N.combo.Type","log10Q"
"1626","Insecticide + Insecticide","FS (111+160)",FALSE,"FS250 + FS500","M-355376-01-1","CTD+MTC ","CTD+MTC","1",NA,"clothianidin FS 250 G","M-359875-01-1","methiocarb FS 500 G","methiocarb FS 500 G","M-357085-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",2.13,"cont","24",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Clothianidin + Methiocarb",2,"CTD + MTC",0,1,0,0,0,0,0,0,0,1,0,0,0,"4A + 1A",2,0,1,0,0,0,0,1,0,0,0,"nAChR receptor agonist + AChE",2,1,0,"INS + INS",1,0.328379603438738
"1698","Insecticide + Insecticide","OD (120+120)",TRUE,"OD150 + OD180","M-310715-01-1","SPT+TCP ","SPT+TCP","1",NA,"spirotetramat OD 150 G","M-259122-01-1","thiacloprid OD 180 G","thiacloprid OD 180 G","M-272691-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",2.02,"cont","48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Spirotetramat + Thiacloprid",2,"SPT + TCP",0,1,0,0,0,0,0,0,0,0,0,1,0,"4A + 23",2,0,1,0,0,0,0,0,0,1,0,"nAChR receptor agonist + ACCase inhibitor (I)",2,1,0,"INS + INS",1,0.305351369446624
"2672","Fungicide + Fungicide","EC (160+80)",FALSE,"EC250 + EW250","M-571907-01-1","PTZ+TBZ ","PTZ+TBZ","2",NA,"Prothioconazole EC 250","M-182441-01-1","tebuconazole EW 250 ","tebuconazole EW 250 ","M-182469-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",1.98,"oral","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Prothioconazole + Tebuconazole",2,"PTZ + TBZ",0,0,0,0,0,0,0,0,0,0,1,0,0,"G1 + G1",1,0,0,0,0,0,0,0,1,0,0,"DMI + DMI",1,0,1,"FUN + FUN",1,0.296665190261531
"2739","Fungicide + Fungicide","EW (250+133)",FALSE,"EW250 + EC500","not yet in DART","SPX+TBZ ","SPX+TBZ","2",NA,"tebuconazole EW 250","M-182469-01-1","spiroxamine EC 500 G","spiroxamine EC 500 G","M-680761-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",1.95,"oral","48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Spiroxamine + Tebuconazole",2,"SPX + TBZ",0,0,0,0,1,0,0,0,0,0,1,0,0,"G2 + G1",2,0,0,0,1,0,0,0,1,0,0,"SBI: sterol biosynthesis + DMI",2,0,1,"FUN + FUN",1,0.290034611362518
"1631","Insecticide + Insecticide","TGAI + TGAI",FALSE,"TGAI + TGAI","M-308058-01-1","CTD TC + MTC TC","CTDTC+MTCTC","1",NA,"clothianidin TC","M-307244-01-1","methiocarb TC","methiocarb TC","M-308072-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",1.81,"cont","24",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Clothianidin + Methiocarb",2,"CTD + MTC",0,1,0,0,0,0,0,0,0,1,0,0,0,"4A + 1A",2,0,1,0,0,0,0,1,0,0,0,"nAChR receptor agonist + AChE",2,1,0,"INS + INS",1,0.257678574869184
"1707","Insecticide + Insecticide","TGAI + TGAI",FALSE,"TGAI + TGAI","M-308058-01-1","CTD TC + MTC TC","CTDTC+MTCTC","1",NA,"clothianidin TC","M-307244-01-1","methiocarb TC","methiocarb TC","M-308072-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",1.76,"cont","48",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Clothianidin + Methiocarb",2,"CTD + MTC",0,1,0,0,0,0,0,0,0,1,0,0,0,"4A + 1A",2,0,1,0,0,0,0,1,0,0,0,"nAChR receptor agonist + AChE",2,1,0,"INS + INS",1,0.24551266781415
"2748","Fungicide + Fungicide","EC (160+80)",FALSE,"EC250 + EW250","M-571907-01-1","PTZ+TBZ ","PTZ+TBZ","2",NA,"Prothioconazole EC 250","M-182441-01-1","tebuconazole EW 250 ","tebuconazole EW 250 ","M-182469-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",1.74,"oral","48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Prothioconazole + Tebuconazole",2,"PTZ + TBZ",0,0,0,0,0,0,0,0,0,0,1,0,0,"G1 + G1",1,0,0,0,0,0,0,0,1,0,0,"DMI + DMI",1,0,1,"FUN + FUN",1,0.2405492482826
"1697","Insecticide + Insecticide","WG (40+40)",FALSE,"WG800 + WG70","M-288941-01-1","FPR+IMD ","FPR+IMD","1",NA,"fipronil WG 800 W","M-256116-01-1","imidacloprid WG 70 G","imidacloprid WG 70 G","M-565548-02-1 ",NA,NA,NA,NA,"Ratio.LD50.cont.48",1.71,"cont","48",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fipronil + Imidacloprid",2,"FPR + IMD",0,1,0,1,0,0,0,0,0,0,0,0,0,"4A + 2B",2,0,1,1,0,0,0,0,0,0,0,"nAChR receptor agonist + GABA-A receptor",2,1,0,"INS + INS",1,0.232996110392154
"1687","Fungicide + Fungicide","EC (50+100)",FALSE,"EC50 + EC250","M-754428-01-1 ","ISY+PTZ ","ISY+PTZ","1",NA,"Isoflucypram EC 50","M-571280-01-1","Prothioconazole EC 250","Prothioconazole EC 250","M-182441-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",1.7,"cont","48",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Isoflucypram + Prothioconazole",2,"ISY + PTZ",0,0,0,0,0,0,0,1,0,0,1,0,0,"C2 + G1",2,0,0,0,0,0,1,0,1,0,0,"respiration: SDH + DMI",2,0,1,"FUN + FUN",1,0.230448921378274
"2787","Insecticide + Insecticide","FS (53.34+400)",FALSE,"SC25 + FS600","M-501146-01-1","CYB+CTD ","CYB+CTD","2",NA,"Beta-cyfluthrin SC 25","M-051896-01-1","Clothianidin FS 600","Clothianidin FS 600","M-456670-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",1.69,"oral","48",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beta-cyfluthrin + Clothianidin",2,"CYB + CTD",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,0.227886704613674
"2766","Insecticide + Insecticide","FS (111+160)",FALSE,"FS250 + FS500","M-355376-01-1","CTD+MTC ","CTD+MTC","1",NA,"clothianidin FS 250 G","M-359875-01-1","methiocarb FS 500 G","methiocarb FS 500 G","M-357085-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",1.67,"oral","48",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Clothianidin + Methiocarb",2,"CTD + MTC",0,1,0,0,0,0,0,0,0,1,0,0,0,"4A + 1A",2,0,1,0,0,0,0,1,0,0,0,"nAChR receptor agonist + AChE",2,1,0,"INS + INS",1,0.222716471147583
"2668","Fungicide + Fungicide","EC (50+150)",FALSE,"EC50 + EC250","M-665091-01-1","ISY+PTZ ","ISY+PTZ","1",NA,"Isoflucypram EC 50","M-571280-01-1","Prothioconazole EC 250","Prothioconazole EC 250","M-182441-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",1.66,"oral","24",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Isoflucypram + Prothioconazole",2,"ISY + PTZ",0,0,0,0,0,0,0,1,0,0,1,0,0,"C2 + G1",2,0,0,0,0,0,1,0,1,0,0,"respiration: SDH + DMI",2,0,1,"FUN + FUN",1,0.220108088040055
"2780","Insecticide + Insecticide","SC (100+40)",FALSE,"SC48 + SC200","M-639144-01-1","SPT+TTP ","SPT+TTP","1",NA,"Spirotetramat SC 48 ","M-281729-01-1","Tetraniliprole SC 200","Tetraniliprole SC 200","M-438810-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",1.66,"oral","48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"Spirotetramat + Tetraniliprole",2,"SPT + TTP",0,0,0,0,0,0,0,0,0,0,0,1,1,"23 + 28",2,0,0,0,0,0,0,0,0,1,1,"ACCase inhibitor (I) + ryanodine receptor modulator",2,1,0,"INS + INS",1,0.220108088040055
"1745","insecticide + fungicide","SE (0.5+10)",FALSE,"EW15 + SE43","M-289532-01-1","DLT+TBZ SE ","DLT+TBZSE","2",NA,"deltamethrin EW 15 G","M-103549-01-1","tebuconazole SE 043","tebuconazole SE 043","M-1368687-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",1.65,"cont","48",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Deltamethrin + Tebuconazole",2,"DLT + TBZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,0.217483944213906
"2690","Insecticide + Insecticide","FS (111+160)",FALSE,"FS250 + FS500","M-355376-01-1","CTD+MTC ","CTD+MTC","1",NA,"clothianidin FS 250 G","M-359875-01-1","methiocarb FS 500 G","methiocarb FS 500 G","M-357085-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",1.64,"oral","24",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Clothianidin + Methiocarb",2,"CTD + MTC",0,1,0,0,0,0,0,0,0,1,0,0,0,"4A + 1A",2,0,1,0,0,0,0,1,0,0,0,"nAChR receptor agonist + AChE",2,1,0,"INS + INS",1,0.214843848047698
"2811","insecticide + fungicide","FS (175+25)",FALSE,"FS350 + FS25","M-411260-01-1","IMD+PTZ ","IMD+PTZ","1",NA,"Imidacloprid FS 350","M-500305-01-1","Prothioconazole FS 25","Prothioconazole FS 25","M-610383-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",1.63,"oral","48",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Imidacloprid + Prothioconazole",2,"IMD + PTZ",0,1,0,0,0,0,0,0,0,0,1,0,0,"4A + G1",2,0,1,0,0,0,0,0,1,0,0,"nAChR receptor agonist + DMI",2,1,1,"INS + FUN",2,0.212187604403958
"2718","Insecticide + Fungicide","EW 250 & CS 100",FALSE,"EW250 & CS100","M-182540-01-1","TBZ & Karate Zeon ","TBZ&LCY","1","Tank mix","tebuconazole EW 250 G ","M-182469-01-1","lambda-cyhalothrin CS 100 G","lambda-cyhalothrin CS 100 G","M-182486-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",1.6,"oral","24",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Lambda-cyhalothrin + Tebuconazole",2,"LCY + TBZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,0.204119982655925
"1647","Insecticide + Insecticide","FS (53.34+400)",FALSE,"SC25 + FS600","M-501146-01-1","CYB+CTD ","CYB+CTD","2",NA,"Beta-cyfluthrin SC 25","M-051896-01-1","Clothianidin FS 600","Clothianidin FS 600","M-456670-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",1.57,"cont","24",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beta-cyfluthrin + Clothianidin",2,"CYB + CTD",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,0.195899652409234
"2677","Insecticide + Insecticide","OD (10+100)",TRUE,"EC25 + OD180","M-057962-01-1","DLT+TCP ","DLT+TCP","2",NA,"deltamethrin EC 25 G","M-555661-01-1","thiacloprid OD 180 G","thiacloprid OD 180 G","M-272691-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",1.56,"oral","24",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Deltamethrin + Thiacloprid",2,"DLT + TCP",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,0.193124598354462
"2785","Insecticide + Insecticide","FS (150+450)",FALSE,"FS350 + SC380","M-524968-01-1","IMD+TDC ","IMD+TDC","2",NA,"Imidacloprid FS 350","M-500305-01-1","Thiodicarb 380 SC","Thiodicarb 380 SC","M-208946-01-1 + M-208947-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",1.54,"oral","48",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Imidacloprid + Thiodicarb",2,"IMD + TDC",0,1,0,0,0,0,0,0,0,1,0,0,0,"4A + 1A",2,0,1,0,0,0,0,1,0,0,0,"nAChR receptor agonist + AChE",2,1,0,"INS + INS",1,0.187520720836463
"2711","Insecticide + Insecticide","FS (53.34+400)",FALSE,"SC25 + FS600","M-501146-01-1","CYB+CTD ","CYB+CTD","2",NA,"Beta-cyfluthrin SC 25","M-051896-01-1","Clothianidin FS 600","Clothianidin FS 600","M-456670-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",1.53,"oral","24",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beta-cyfluthrin + Clothianidin",2,"CYB + CTD",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,0.184691430817599
"2744","Fungicide + Fungicide","EC (50+150)",FALSE,"EC50 + EC250","M-665091-01-1","ISY+PTZ ","ISY+PTZ","1",NA,"Isoflucypram EC 50","M-571280-01-1","Prothioconazole EC 250","Prothioconazole EC 250","M-182441-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",1.52,"oral","48",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Isoflucypram + Prothioconazole",2,"ISY + PTZ",0,0,0,0,0,0,0,1,0,0,1,0,0,"C2 + G1",2,0,0,0,0,0,1,0,1,0,0,"respiration: SDH + DMI",2,0,1,"FUN + FUN",1,0.181843587944773
"1615","Insecticide + Insecticide","EC (8+320)",FALSE,"EC25 + EC352  ","M-197568-01-1","DLT+ENS ","DLT+ENS","1",NA,"deltamethrin EC 25","M-555661-01-1","endosulfan EC 352 G","endosulfan EC 352 G","M-180310-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",1.49,"cont","24",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deltamethrin + Endosulfan",2,"DLT + ENS",1,0,1,0,0,0,0,0,0,0,0,0,0,"3A + 2A",2,1,0,1,0,0,0,0,0,0,0,"vsSCh + GABA-A receptor",2,1,0,"INS + INS",1,0.173186268412274
"2794","Insecticide + Fungicide","EW 250 & CS 100",FALSE,"EW250 & CS100","M-182540-01-1","TBZ & Karate Zeon ","TBZ&LCY","1","Tank mix","tebuconazole EW 250 G ","M-182469-01-1","lambda-cyhalothrin CS 100 G","lambda-cyhalothrin CS 100 G","M-182486-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",1.49,"oral","48",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Lambda-cyhalothrin + Tebuconazole",2,"LCY + TBZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,0.173186268412274
"1725","Insecticide + Insecticide","SC (60+90)",FALSE,"SC100 + SC200","M-452490-01-1","EPR+IMD ","EPR+IMD","1",NA,"Ethiprole SC 100","M-214951-01-1","Confidor SC 200","Confidor SC 200","M-032525-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",1.45,"cont","48",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ethiprole + Imidacloprid",2,"EPR + IMD",0,1,0,1,0,0,0,0,0,0,0,0,0,"4A + 2B",2,0,1,1,0,0,0,0,0,0,0,"nAChR receptor agonist + GABA-A receptor",2,1,0,"INS + INS",1,0.161368002234975
"2795","Insecticide + Fungicide","EW 250 & CS 100",FALSE,"EW250 & CS100","M-182494-01-1","TBZ & Karate Zeon ","TBZ&LCY","1","Tank mix","tebuconazole EW 250 G ","M-182469-01-1","lambda-cyhalothrin CS 100 G","lambda-cyhalothrin CS 100 G","M-182486-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",1.43,"oral","48",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Lambda-cyhalothrin + Tebuconazole",2,"LCY + TBZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,0.155336037465062
"2719","Insecticide + Fungicide","EW 250 & CS 100",FALSE,"EW250 & CS100","M-182494-01-1","TBZ & Karate Zeon ","TBZ&LCY","1","Tank mix","tebuconazole EW 250 G ","M-182469-01-1","lambda-cyhalothrin CS 100 G","lambda-cyhalothrin CS 100 G","M-182486-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",1.39,"oral","24",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Lambda-cyhalothrin + Tebuconazole",2,"LCY + TBZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,0.143014800254095
"2779","Insecticide + Insecticide","SC (120+360)",FALSE,"SC200 + FS400","M-642607-01-1","TTP+TCP ","TTP+TCP","2",NA,"Tetraniliprole SC 200","M-438810-01-1","Thiacloprid FS 400","Thiacloprid FS 400","M-361379-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",1.39,"oral","48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Tetraniliprole + Thiacloprid",2,"TTP + TCP",0,1,0,0,0,0,0,0,0,0,0,0,1,"4A + 28",2,0,1,0,0,0,0,0,0,0,1,"nAChR receptor agonist + ryanodine receptor modulator",2,1,0,"INS + INS",1,0.143014800254095
"2812","insecticide + fungicide","FS (233+13)",FALSE,"FS350 + FS60","M-405332-01-1","IMD+TBZ ","IMD+TBZ","1",NA,"Imidacloprid FS 350","M-500305-01-1","Tebuconazole FS 60","Tebuconazole FS 60","M-103501-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",1.39,"oral","48",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Imidacloprid + Tebuconazole",2,"IMD + TBZ",0,1,0,0,0,0,0,0,0,0,1,0,0,"4A + G1",2,0,1,0,0,0,0,0,1,0,0,"nAChR receptor agonist + DMI",2,1,1,"INS + FUN",2,0.143014800254095
"2724","Insecticide + Fungicide","OD (10+100) & EC 250",TRUE,"EC25 + OD180 & EC250","M-103522-01-1","DLT+TCP & PTZ ","DLT+TCP&PTZ","2","Tank mix","deltamethrin EC 25","M-555661-01-1","thiacloprid OD 180 G","thiacloprid OD 180 G","M-272691-01-1","prothioconazole EC 250 G","M-182441-01-1",NA,NA,"Ratio.LD50.oral.24",1.37,"oral","24",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Deltamethrin + Prothioconazole + Thiacloprid",3,"DLT + PTZ + TCP",1,1,0,0,0,0,0,0,0,0,1,0,0,"3A + 4A + G1",3,1,1,0,0,0,0,0,1,0,0,"vsSCh + nAChR receptor agonist + DMI",3,1,1,"INS + FUN",2,0.136720567156407
"2695","Insecticide + Insecticide","TGAI + TGAI",FALSE,"TGAI + TGAI","M-308058-01-1","CTD TC + MTC TC","CTDTC+MTCTC","1",NA,"clothianidin TC","M-307244-01-1","methiocarb TC","methiocarb TC","M-308072-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",1.35,"oral","24",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Clothianidin + Methiocarb",2,"CTD + MTC",0,1,0,0,0,0,0,0,0,1,0,0,0,"4A + 1A",2,0,1,0,0,0,0,1,0,0,0,"nAChR receptor agonist + AChE",2,1,0,"INS + INS",1,0.130333768495006
"2771","Insecticide + Insecticide","TGAI + TGAI",FALSE,"TGAI + TGAI","M-308058-01-1","CTD TC + MTC TC","CTDTC+MTCTC","1",NA,"clothianidin TC","M-307244-01-1","methiocarb TC","methiocarb TC","M-308072-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",1.35,"oral","48",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Clothianidin + Methiocarb",2,"CTD + MTC",0,1,0,0,0,0,0,0,0,1,0,0,0,"4A + 1A",2,0,1,0,0,0,0,1,0,0,0,"nAChR receptor agonist + AChE",2,1,0,"INS + INS",1,0.130333768495006
"2753","Insecticide + Insecticide","OD (10+100)",TRUE,"EC25 + OD180","M-057962-01-1","DLT+TCP ","DLT+TCP","2",NA,"deltamethrin EC 25 G","M-555661-01-1","thiacloprid OD 180 G","thiacloprid OD 180 G","M-272691-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",1.34,"oral","48",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Deltamethrin + Thiacloprid",2,"DLT + TCP",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,0.127104798364808
"1723","Insecticide + Insecticide","FS (53.34+400)",FALSE,"SC25 + FS600","M-501146-01-1","CYB+CTD ","CYB+CTD","2",NA,"Beta-cyfluthrin SC 25","M-051896-01-1","Clothianidin FS 600","Clothianidin FS 600","M-456670-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",1.31,"cont","48",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beta-cyfluthrin + Clothianidin",2,"CYB + CTD",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,0.117271295655764
"2800","Insecticide + Fungicide","OD (10+100) & EC 250",TRUE,"EC25 + OD180 & EC250","M-103522-01-1","DLT+TCP & PTZ ","DLT+TCP&PTZ","2","Tank mix","deltamethrin EC 25","M-555661-01-1","thiacloprid OD 180 G","thiacloprid OD 180 G","M-272691-01-1","prothioconazole EC 250 G","M-182441-01-1",NA,NA,"Ratio.LD50.oral.48",1.28,"oral","48",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Deltamethrin + Prothioconazole + Thiacloprid",3,"DLT + PTZ + TCP",1,1,0,0,0,0,0,0,0,0,1,0,0,"3A + 4A + G1",3,1,1,0,0,0,0,0,1,0,0,"vsSCh + nAChR receptor agonist + DMI",3,1,1,"INS + FUN",2,0.107209969647868
"1600","Fungicide + Fungicide","EC (100+100)",FALSE,"EC100 + EC250","M-080740-01-1","FXA+PTZ ","FXA+PTZ","1",NA,"Fluoxastrobin EC 100","M-068973-01-1","prothioconazole EC 250 G","prothioconazole EC 250 G","M-182441-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",1.25,"cont","24",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Fluoxastrobin + Prothioconazole",2,"FXA + PTZ",0,0,0,0,0,1,0,0,0,0,1,0,0,"C3 + G1",2,0,0,0,0,1,0,0,1,0,0,"respiration (CIII, o-site) + DMI",2,0,1,"FUN + FUN",1,0.0969100130080564
"2708","Insecticide + Insecticide","EC (10+75)",FALSE,"EC25 + SL50","M-542907-01-1","DLT+FPF ","DLT+FPF","3",NA,"deltamethrin EC 25 ","M-55561-01-1","Flupyradifurone SL50","Flupyradifurone SL50","M-471245-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",1.23,"oral","24",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deltamethrin + Flupyradifurone",2,"DLT + FPF",1,0,0,0,0,0,1,0,0,0,0,0,0,"3A + 4D",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,0.0899051114393979
"2733","insecticide + fungicide","SE (0.5+10)",FALSE,"EW15 + SE43","M-289532-01-1","DLT+TBZ SE ","DLT+TBZSE","2",NA,"deltamethrin EW 15 G","M-103549-01-1","tebuconazole SE 043","tebuconazole SE 043","M-1368687-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",1.22,"oral","24",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Deltamethrin + Tebuconazole",2,"DLT + TBZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,0.0863598306747482
